URL,Name,Price,Rating,Review,Description,ASIN,Manufacturer
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4OTcxMzIzMDMyODMzOTMwOjE2NzcwODEwNTQ6c3BfYnRmOjIwMDIxMTk5MDEwODA2OjowOjo&url=%2FCOSMUS-Polyester-Black-Laptop-Backpack%2Fdp%2FB01FU4B9JG%2Fref%3Dsr_1_22_sspa%3Fkeywords%3Dbags%26qid%3D1677081054%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,Cosmus Darwin 29 litres Office Backpack - Sleek Everyday use Backpack - Black,"₹1,159.00","9,859",160,2 Large Compartments + 2 Easy access front Pocket with organizersection & 2 mesh side pocket   Made in India. Outer Fabric: Durable PU coated water resistance Polyester Fabric.   Well cushioned Laptop compartment for upto 15.6 inch Laptop   Weight: 780gm; Dimensions: 14 x 18 x 7 inches (WxHxD); Warranty: 1 year Warranty against manufacturing defects.   Lining Description: Polyurethane; Water Resistance Level: Waterproof; Special Features: Bottle Holder; Age Range Description: Adult; Closure Type: Zipper; Pocket Description: Utility Pocket,B01FU4B9JG,Cosmus
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyOTUwNzI4NzM1NDg4NzU0OjE2NzcwODExNjQ6c3BfYXRmX25leHQ6MjAxMTUxMDQ5MDc4OTg6OjA6Og&url=%2FMokobara-Transit-Backpack-Laptop-Sunray%2Fdp%2FB09V7R98XC%2Fref%3Dsr_1_17_sspa%3Fkeywords%3Dbags%26qid%3D1677081164%26sr%3D8-17-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,MOKOBARA The Transit Backpack Laptop Bag for Men and Women,"₹5,499.00",418,39,"Care Instructions: Wipe with Damp Cloth   CRAFTED WITH INDUSTRY BEST PREMIUM MATERIALS: Materials: Vegan leather and nylon fabric, Casing: Soft, Colour: Light Brown, Water resistant: Yes   MOST FEATURE RICH BACKPACK: Front bucket pocket: Retractable key holder, Card holder, Slip pockets, Zippered pocket, Flat opening tech compartment: 5 pockets to store all your tech accessories, Padded laptop compartment with lock strap, Fits up to a 16” laptop   INDUSTRY BEST FUNCTIONAL BACKPACK: 2 Hidden bottle/umbrella pocket, Hidden magnetic passport pocket, 10 thoughtfully designed pockets, Luggage sleeve, Silicon grab handle, Padded shoulder straps, Easy length adjustment buckles   MAXED OUT STORAGE: Dimension: 48 x 31 x 16 cm, Capacity: 24L   MORE REASONS TO LOVE YOUR MOKOBARA: Warranty type: 12 Months, Register warranty on (mokobara.com/warranty), get in touch with us @7975298840 (10:30AM - 5:30PM MON-FRI)",B09V7R98XC,"Designed By Mokobara Lifestyle Private Limited, Bangalore., Designed By Mokobara"
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyOTUwNzI4NzM1NDg4NzU0OjE2NzcwODExNjQ6c3BfYXRmX25leHQ6MjAxMjIzNjg3NjA4OTg6OjA6Og&url=%2FHA-CREATION-Backpack-Multicolour-Collage%2Fdp%2FB0B2Q661P4%2Fref%3Dsr_1_18_sspa%3Fkeywords%3Dbags%26qid%3D1677081164%26sr%3D8-18-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,HA CREATION Heavy duty Large 45-L Backpack (Multicolour) Laptop Backpack Unisex Collage & School Bags,₹499,50,NA,"SPACIOUS AND LIGHTWEIGHT: Light weight and spacious laptop backpack with 3 compartments. One compartment is for carrying laptop inside (Upto 17 inches), with padding for safety, and space for laptop accessories like charger, etc. Second large compartment for books, files and all your day to day essentials. And third compartment is for your extra stuff. It has provision for holding bottles on both sides and has padded shoulder straps for your comfort    COMFORT : This casual bag has Wide, Padded and Adjustable shoulder straps and Padded Back for comfort in carrying heavy items. Stitched properly on every pressure point for extra durability. Made with strong yet light weight polyester fabric with heavy zippers. Serves the need of a professional office laptop bag, college bag, student backpack, school bag and is suitable for all, i.e. boys, girls, men? and women?    Polyester, Stylish and durable backpack for school /college and travel. Easily accommodate a laptop. Size: 46 cm X 31 cm X 23 cm    BACK SUPPORT: We have designed the bag keeping your comfort in mind.; OTHER FEATURES: Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders; Age Range Description: Adult    Pattern Name: Solid",B0B2Q661P4,Not mentioned
https://www.amazon.in/Safari-Backpack-Resistant-Polyester-Travelling/dp/B09B29F66W/ref=sr_1_19?keywords=bags&qid=1677081164&sr=8-19,"Safari Flash Casual Backpack, 26 ltr Water Resistant Travel Bags| Weight Polyester Bagpack for Men and Women, Spacious Shoulder Bag for College, Office, Travelling and Camping",₹999.00,"2,281",33,"HIGH QUALITY FABRIC: Our lightweight yet durable bags are made of 100% polyester and water resistant fabric. This casual backpack can be by boys and girls for school, college, coaching, tution, or everyday outings.   FRONT POCKET: Our trendy unisex bag pack has a front storage pocket that keeps small items neatly organized and easy to access   MESH POCKET: Our fancy and stylish backpacks have mesh pockets on both sides to accommodate your water bottle and umbrella   COMFORT: Our 26 liter bag has mesh padding on back to help carry heavy items. It also provides superior comfort with padded adjustable shoulder straps   WARRANTY: All of our bags come with 1-year International Warranty against manufacturing defects",B09B29F66W,"Safari Industries, 302-303, A Wing, The Qube CTS No.1498, A/2, Sir Mathuradas Vasanji Rd, Marol, Andheri East, Mumbai, Maharashtra 400059"
https://www.amazon.in/Fur-Jaden-Black-Waterproof-Backpack/dp/B078GLXMDY/ref=sr_1_20?keywords=bags&qid=1677081164&sr=8-20,Fur Jaden Anti Theft Backpack 15.6 Inch Laptop Bag with USB Charging Port,₹799.00,"10,616",998,"KEY FEATURES - Black Colour Backpack for Men and Women for Stylish Office use as well as for Trendy College students. Huge compartment size that can fit upto a 15.6 inch Laptop with ease. Multiple pockets for other accessories.   Charging On the Go - Now charge your phone on the go while travelling without the hassle of holding the bulky power bank in your pocket or in your hand. Simple Connect your Powerbank to the wire inside the Bag and leave it in the bag. When you want to charge your phone, just connect your phone charger to the bag and your phone will start charging. Note: We do not provide Power Bank with this Bag.   Anti Theft Design - This backpack by Fur Jaden has anti theft design where zipper of the main pocket is hidden at the back. No thief, intruder or robber can find a way to open the backpack, making this totally theft proof. There are secret pockets on the shoulder strap and on the backside of the bag allowing us to keep travel documents, boarding pass, credit cards, mobile phone, earphones etc.   Durable and Sturdy - Made from durable quality polymer fabric, this Fur Jaden backpack is sturdy and reliable. Flaunt this bag with style and enjoy life with this low maintenance bag which is also washable. This backpack is also suitable for school or college.   Warranty - 1 Year Manufacturer Warranty Against Manufacturing Defects",B078GLXMDY,"Fur Jaden, 3-C, Jai Hind Bld, Dr AM Road, Bhuleshwar, Mumbai 400002, 8080888028"
https://www.amazon.in/GEAR-Black-Blue-Backpack-years/dp/B019HA8AYG/ref=sr_1_21?keywords=bags&qid=1677081164&sr=8-21,Gear CarryOn 16L Foldable Water Resistant School Bag//Backpack/College Bag for Men/Women - Blue Black,₹229,"5,976",173,"Outer Material: Polyester, Color: Black and Yellow.Ideal for 3-5 year old children.   Wear Resistant: Wear resistant, Stain resistant, Water Resistance: Water resistant; Dimensions: 49 cms x 33 cms x 10 cms (LxWxH)   Number of compartments: 1; Compatible Laptop Size : 15.4   Warranty Type: Manufacturer; 1 Year from the date of purchase   Pocket Description: Utility Pocket; Color Name: Black And Blue; Age Range Description: Adult; Closure Type: Zipper",B019HA8AYG,"Gear Merchandise PVT LTD, Gear Merchandise PVT LTD E/12 West Chowbaga Gulshan colony KoLkata-700100 Contact 9830403366"
https://www.amazon.in/Northzone-Waterproof-Backpack-Business-Dimensions/dp/B0BS6QM2GD/ref=sr_1_22?keywords=bags&qid=1677081164&sr=8-22,Northzone Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L,₹535,27,NA,"Care Instructions: Machine Wash   Sleek, Stylish and Premium: Heavy duty ultra premium bag with exterior dimensions 44x29x15 cms. Made of Durable Polyester Fabric with Double zippers. sturdy durable, scratch resistant.; Multi Utility Bag: It is not only a student backpack, but also can be used as a business/work backpack, travelling, office, computer bag, hiking bag, daily bag and a lot more.   Storage Space: There is a separate laptop compartment inside the backpack that can hold upto 15.6 inches laptop. The internal packaging compartment and external pockets can hold daily necessities, keeping your items organized and easier to find.   Quick Storage: The front and side zipper pockets of the backpack are convenient for storing tablets, diaries, pens and pencils, smartphones, cards, change, etc. The side pockets of the backpack are convenient for storing compact umbrellas and other small items.",B0BS6QM2GD,SHABA BAGS
https://www.amazon.in/Half-Moon-Spacious-Backpack-Compartment/dp/B0BLVQ9NTD/ref=sr_1_23?keywords=bags&qid=1677081164&sr=8-23,Half Moon Strike 35L Unisex Spacious School/ Laptop/ College/ Office Travel Backpack Bag for Men Women Boys & Girls with 15.6 inch Padded Laptop Compartment & Multiple Pockets,₹899.00,71,NA,"MULTI-FUNCTION COMPARTMENT: HALF MOON backpack features multiple storage compartments and features for additional supplies and accessories as your, iPhone, iPad, pen, keys, wallet, books, clothes, bottle, passport and more.    DURABLE MATERIAL: Superior quality durable ECO Friendly waterproof and anti-scratch polyester and featuring a reinforced bottom to withstand heavy use, perfect for business, travel, school and other outdoor activities    COMFORTABLE DESIGN: Our backpack's ""S"" Curve adjustable, heavily padded shoulder straps and back panel make the backpack comfortable to wear even when loaded with all your gear; Compact:Backpack has a roomy Three compartment, front zipper pockets to hold small accessories, one internal security zippered pocket for valuable items and side pockets for water bottle or umbrella.    Size:18*13*10 inch(L*W*H), Capacity: 35L which is bigger than others of the same style. Good size for school, camping, travel, shopping, hiking, climbing, vintage backpack for men and women.; OTHER FEATURES: Laptop compartment, Internal Organiser(Small Pockets), Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment , Ergonomic Design, Reflector Logo, etc    Age Range Description: Kid; Pocket Description: Utility Pocket; Special Features: Water Resistant; Pattern Name: Solid; Water Resistance Level: Water Resistant",B0BLVQ9NTD,Half_Moon
https://www.amazon.in/Gear-Black-Laptop-Backpack-LBPASPIRE0104/dp/B075MK4TXP/ref=sr_1_24?keywords=bags&qid=1677081164&sr=8-24,Gear Aspire 30L Water Restant Office Laptop Bag/Backpack for Men/Women/(Black),"₹1,189.00","4,944",53,"Outer Material: Polyester, Color: Black   Water Resistance: Water resistant   Capacity: 30 liters; Dimensions: 50 cms x 34 cms x 18 cms (LxWxH); Number of compartments: 2   Laptop Compatibility: Yes, Laptop Size: 17, Strap Type: Adjustable,   Closure Type: Zipper; Pocket Description: Utility Pocket; Special Features: Laptop Compartment; Age Range Description: Adult; Style Name: Traditional Backpacks",B075MK4TXP,"Gear Merchandise PVT LTD, Gear Merchandise PVT LTD E/12 West Chowbaga Gulshan colony KoLkata-700100 Contact 9830403366"
https://www.amazon.in/TRUE-HUMAN-Anti-Theft-backpack-charging/dp/B09QJ7ZF2Y/ref=sr_1_25?keywords=bags&qid=1677081164&sr=8-25,TRUE HUMAN Emperor Anti-Theft backpack With USB charging Port and anti -theft back pocket ( LEGEND ),₹699.00,"1,753",71,"Superior & Durability: Made of durable and Eco-friendly water resistant oxford textile fabric,which keeps your files and stuffs dry inside. This backpack can hold up to 15.6"" laptop from most brands, but it may not be suitable for all brand 15.6"". Since there maybe exist slight size difference among different laptop brands.",B09QJ7ZF2Y,Not mentioned
https://www.amazon.in/SFANE-Duffel-Shoulder-Women-Compartment/dp/B07XXFB9CZ/ref=sr_1_26?keywords=bags&qid=1677081164&sr=8-26,Sfane polyester 23 cms Duffle Bag(BG - 05 HALF LTSHOE COMPTT_grey),₹377.00,"6,412",73,"Durable Material - Travel Duffle Bag Is Made Of ,Durable Material.; Separate Shoes Compartment - Built-In Extra Shoes Compartment With Exterior Zippers To Keep Your Shoes And Clean Sport Gears Separate.   Multi-Purpose & Any Occasions - Perfect Duffle Bag For Hiking, Family Holiday, Vacation, Sports, A Short Trip, Gym, Work, Beach, Used As A Overnight Bag, A Short Journey Bag, A Weekender Bag, Gym Bag, Sports Duffle Bag.   Adjustable Shoulder Straps - Comfortable And Adjustable Shoulder Strap   Abundance Of Storage - Large Capacity,Meet Your Requirement For Sure And Keep Your Stuff In Order. What An Amazing Design For Sport Bag!   Water Resistance Level: Water Resistant; Handle Type: Web Handle; Color Name: Grey",B07XXFB9CZ,"Sfane, Sfane Trends"
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyOTUwNzI4NzM1NDg4NzU0OjE2NzcwODExNjQ6c3BfbXRmOjIwMDIxMTk5MDEwODA2OjowOjo&url=%2FCOSMUS-Polyester-Black-Laptop-Backpack%2Fdp%2FB01FU4B9JG%2Fref%3Dsr_1_27_sspa%3Fkeywords%3Dbags%26qid%3D1677081164%26sr%3D8-27-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,Cosmus Darwin 29 litres Office Backpack - Sleek Everyday use Backpack - Black,"₹1,159.00","9,859",160,2 Large Compartments + 2 Easy access front Pocket with organizersection & 2 mesh side pocket   Made in India. Outer Fabric: Durable PU coated water resistance Polyester Fabric.   Well cushioned Laptop compartment for upto 15.6 inch Laptop   Weight: 780gm; Dimensions: 14 x 18 x 7 inches (WxHxD); Warranty: 1 year Warranty against manufacturing defects.   Lining Description: Polyurethane; Water Resistance Level: Waterproof; Special Features: Bottle Holder; Age Range Description: Adult; Closure Type: Zipper; Pocket Description: Utility Pocket,B01FU4B9JG,Cosmus
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyOTUwNzI4NzM1NDg4NzU0OjE2NzcwODExNjQ6c3BfbXRmOjIwMDMyNTY1MDQ2ODk4OjowOjo&url=%2FHEROZ-Backpack-Resistant-Computer-17-3-inch%2Fdp%2FB083N3DCTM%2Fref%3Dsr_1_28_sspa%3Fkeywords%3Dbags%26qid%3D1677081164%26sr%3D8-28-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,HEROZ Hacker 50 litres Nylon Travel Laptop Backpack Water Resistant Slim Durable Computer Book Bag Tracking Fits Up to 17.3-inch Laptop (058- ALL) (Navy Blue),"₹1,359.00","3,692",79,"Material: Nylon, Inner Material: Polyester, Capacity: 50 Liters, Color: Grey & Navy Blue, Special Features: Back Padding, Chest Strap, Earphone Cord Support, Hip Belt, Integrated Rain Cover, Laptop Compartment, Telescope Handle, Water Bottle / Umbrella Pouch, Zip Closure, Padded Handles, Shoulder Strap    Age Range Description: Adult; Style Name: Country; Pattern Name: Solid; Strap Type: Cross-Body; Closure Type: Zipper; Pocket Description: Utility Pocket",B083N3DCTM,A. H. Creation
https://www.amazon.in/Trajectory-Elegant-15-6-Laptop-Office/dp/B09RK6NCGC/ref=sr_1_29?keywords=bags&qid=1677081164&sr=8-29,"Trajectory Sigma Brown Elegant Vegan Leather Crossbody Messenger Office Bag for upto 15.6 Inch Laptop , MacBook , Notebook with Multiple Compartment Shoulder & Handbag for Men & Women with 2 Years Warranty","₹1,399.00",363,5,"PREMIUM CRAFTSMANSHIP: Handmade by Professional Artisans, a Stylish messenger bag perfect for Office and Business professionals, students and travellers for Elite Class statement.   HIGH QUALITY MATERIAL: Made from Premium and Rich quality PU Leather Fabric with Durable Polyester lining.   ONE BAG FOUR STYLES: There are 4 different ways for using this laptop Messenegr bag. The adjustable shoulder strap could be easily adjusted to appropriate length to be a SHOULDER BAG or a CROSS-BODY BAG, the detachable designing of shoulder strap can be removed to make your bag as a business BRIEFCASE or a HANDBAG.   MULTIPLE COMPARTMENT: With 5 multi functional compartments, keep all your belongs well organized anytime. Additional laptop pocket with Thick Shock-Proof Foam Padding to protect upto 15.6 inches laptop. Dimension: 43* 34 * 8 cm .We are proud to say that this product is MADE IN INDIA!   GENUINE RUST FREE METAL HARDWARE: Messenger bag with solid and updated sturdy Rust Free hardware for zippers, buckles, closures and latches to ensure long lasting durability also this Product Comes with 2 years WARRANTY.",B09RK6NCGC,"Trajectory Marketing LLP, Trajectory Marketing LLP,Delhi"
https://www.amazon.in/Backpack-Small-Black-Water-Repellant/dp/B088XB5XY8/ref=sr_1_30?keywords=bags&qid=1677081164&sr=8-30,"Mi Step Out 12 L Mini Backpack (Small Size, Black, Water Repellant)",₹349.00,"7,838",73,"Made of multi-coated 600D polyester Material ; Water Repellent   Dimension: 26cm x 38cm x 14cm (LxWxH); Weight : 200 grams; Capacity: 12liters   Small Size backpack; Laptop Compatibility: No   This backpack comes with 2 zipper pockets that can house a notebook, gym gear, travel essentials and more   With contra zippers and adjustable straps this light weight backpack is the ideal companion while at the airport or hitting the gym or exploring new city or using it as a carrier for books   6 months limited warranty",B088XB5XY8,Korrun India Pvt. Ltd
https://www.amazon.in/Inovera-Label-Women-Handbags-Shoulder/dp/B08CMQD4BC/ref=sr_1_31?keywords=bags&qid=1677081164&sr=8-31,"INOVERA Faux Leather Women Handbags Shoulder Hobo Bag Purse With Long Strap, 32L x 13B x 30H cm","₹1,399.00","6,931",3,"Medium Purses for Women: 32L x 13B x 30H cm. Short handle height: 25cm, This hobo bag comes with a long removable and adjustable shoulder strap, which can be used as a women shoulder bag or hobo cross-body bag.   Updated Women Handbags: High-quality Vegan leather, Reinforced shoulder strap and improved zipper quality, also improved lining polyester, all faux leather hobo bags have been done anti-shock&wear-resistant tests, good purses and handbags for women.   Package Include: 1 x Hand Bag, 1 x Cross Body Strap   Structure: Ladies hobo handbags has one main compartment,1 middle compartment, 1 zipper pocket and 2 slot pockets, with 1 back zipper pocket, enough capacity to organize your daily items, such as 9.7-inch iPad, book, umbrella, wallet, water bottle, iPhone and cosmetics, etc.   Classic Hobo Purse: Top zipper closure, with 2 side zipper pockets design and elegant tassels decoration, fashionable and practical handbags for women, perfect for shopping, dating, travel and business.   🚩 DISCLAIMER: 🚩 WE HIGHLY RECOMMEND TO CHECK THE PRODUCT SIZE CHART IN 2ND IMAGE BEFORE PURCHASE TO AVOID MISCONCEPTION REGARDING THE PRODUCT SIZE. PRODUCT COLOUR MAY SLIGHTLY VARY DUE TO PHOTOGRAPHIC LIGHTING SOURCES OR YOUR MONITOR SETTINGS.",B08CMQD4BC,Panda Exim
https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B0BPTV3795/ref=sr_1_32?keywords=bags&qid=1677081164&sr=8-32,ADISA 35L Large Laptop Backpack Office Bag College Travel Back Pack with rain Cover (Black),₹599.00,9,NA,Material: Water Resistant Strong Polyester   Compartments: 2 with padding   Laptop Size: 15.6 inch and below   Dimensions: LxWxH - 11 x 6 x 18 inches   Reflector Logo / Adjustable Padded Shoulder Straps / 2 Bottle holders / Padded Top Handle / Rain Cover,B0BPTV3795,"ADISA, ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com"
https://www.amazon.in/Nivia-6853-Polyester-Basic-Duffle/dp/B07FWQ9HRV/ref=sr_1_33?keywords=bags&qid=1677081164&sr=8-33,NIVIA Basic Duffle Polyester Bag/Gym Bags/Adjustable Shoulder Bag for Men/Duffle Gym Bags for Men/Fitness Bag/Carry Bags/Sports & Travel Bag/Sports Kit/Duffle Bags Travel,₹239.00,"2,201",NA,"Strong stitching at major stress points provide long-lasting durability against daily activities   Mesh side water bottle pocket. Adjustable shoulder strap.   Main large compartment with double zip closure. Tough high durability fabric   High quality double zippers, easy to access. Highly water-resistant finish to save inner items from water splashes   Comes in attractive color combinations.",B07FWQ9HRV,Freewill Sports Private Limited
https://www.amazon.in/Bagneeds-Synthetic-Leather-Briefcase-Messenger/dp/B0855F8174/ref=sr_1_34?keywords=bags&qid=1677081164&sr=8-34,Bagneeds Men's Black Synthetic Leather Briefcase Best Laptop Messenger Bag Satchel for Men,₹664,"3,687",3,"Suitable for a short business trip or a quick weekend getaway. Size In inches?17""L*4.5""W*12.4""H. weight: 800grm   Laptop padding? The laptop padding fits 15.6 inch laptop for business travel. Other compartment fits 17inch Laptop. Large capacity and front and interior pockets organization for all your business needs.   Removable, adjustable padded shoulder strap   HIGH QUALITY MATERIAL: Made from Premium and Rich quality PU Leather Fabric with Durable Polyester lining.   PERFECT GIFT :With a mutlipurpose use and a classy distressed Vintage inspired look which never goes out of style , This bag is a great gift idea for Fathers Day , Birthdays , Valentines Day , Christmas, Graduation, Back To College Or Any Occasion Which Calls For A Gift . Makes a great gift for professionals, artists , students and all sorts of officials. The bag can be used as a Leather messenger bag for men and women ,laptop bags briefcase , college bag, meeting bag, gift idea",B0855F8174,Bagneeds
https://www.amazon.in/POLESTAR-Vintage-Laptop-Backpack-bagpack/dp/B081GSQ9D9/ref=sr_1_35?keywords=bags&qid=1677081164&sr=8-35,"POLESTAR Vintage 15.6 inch 32 LTR Casual Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Backpack , Water Resistant and Light Weight, 1 year Warranty",₹549,"8,423",75,"Care Instructions: Wipe with Damp Cloth   PADDED LAPTOP COMPARTMENT WITH MAXED OUT STORAGE : Generous 32 Ltrs backpack with Dimension of 32 Cm x 22 Cm x 45 Cm, 2 full size compartments, 1 front zipper & 2 side pockets, Fits upto 15.6 inches Laptop with elasticated strap lock at just 590 grams.   CRAFTED WITH PRECISION : Made with strong, water resistant Polyester fabric and faux leather for a lightweight and durable finish. Our polestar Vintage backpack is a blend of style and utility. A classic design with opulent detailing and vegan leather material adds to your style and keeps your belongings safe.   COMFORTABLE CARRY : This strong and impervious backpack is a fabulous choice for daily use. Guaranteed for strength and durability, it has padded breathable mesh back and adjustable straps. The interiors have added foam padding to protected electronics. Ergo-Grip Backstraps that distribute weight evenly over your shoulders and back, while the integrated top grab handle lets you move effortlessly.   BENEFITS: 2 main compartments provide optimal organisation, with premium zippers keeping your valuables protected, two side water bottle pockets help keep your goods dry and body hydrated.   VERSATILITY : This made in india versatile backpack comes with 12 months warranty, and is perfect for everyone, men, women, students, boys & girls, can be used as school, college, office or day travelling backpacks. All in one VINTAGE BACKPACK by Polestar.",B081GSQ9D9,"POLESTAR, JAI AMBAY ENTERPRISES ,03AAFFJ0421M1ZQ, B -29 ,Sports & Surgical complex,Kapurthala Road, Jalandhar Punjab 140021 India . +91 9914112308 , polestarbags@gmail.com"
https://www.amazon.in/ADISA-BP005-Weight-Casual-Backpack/dp/B07F3X45WZ/ref=sr_1_36?keywords=bags&qid=1677081164&sr=8-36,ADISA Light Weight Laptop Backpack 32 Ltrs,₹499.00,"5,578",98,"Adjustable Shoulder Handles / Two Bottle holders / Padded Handle / Reflector Logo   Dimensions : LxWxH- 31 x 18 x 47 cms   Laptop : 15.6 inches and below (Bigger than 15.6 not recommended)   No. of Compartments : 3 with full padding   NOT INCLUDED : NO RAIN COVER, Laptop, Headphones & Cable (Images only for display)",B07F3X45WZ,"ADISA, ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com"
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyOTUwNzI4NzM1NDg4NzU0OjE2NzcwODExNjQ6c3BfYnRmOjIwMDIxNDI3OTc2NTA2OjowOjo&url=%2FKiller-Backpack-Compartments-Polyester-Waterproof%2Fdp%2FB07CDD6YS2%2Fref%3Dsr_1_37_sspa%3Fkeywords%3Dbags%26qid%3D1677081164%26sr%3D8-37-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,KILLER Louis 38L Large Laptop Backpack With 3 Compartments Polyester Trendy Waterproof Travel Backpack,"₹1,566.00","11,056",228,"Care Instructions: Hand Wash Only   3 Large Compartments, 1 Easy access front Pocket with organizer section & 2 mesh side pocket   Outer Fabric: Durable PU coated Polyester Fabric, inner abric: Strong PU coated polyester fabtic, Hip Strap : No   Well cushioned Laptop compartment for upto 15.6 inch Laptop and spacious enough to carry for two days cloths   Weight: 800gm; Dimensions: 13.00x18.75x9.50 inches (WxHxD)   Strap Type: Adjustable; Pattern Name: Solid; Closure Type: Zipper; Warranty Description: 1 Year Warranty Against Manufacturing Defects.; Pocket Description: Utility Pocket; Style Name: Casual; Compartment Description: Up To 15 Inches; Water Resistance Level: Waterproof; Age Range Description: Adult",B07CDD6YS2,"Ambrosia Bags, B-42, 2nd Floor, Ajay Mittal Industrial Estate Andheri Kurla Road, Marol, Andheri (E) Mumbai, Maharashtra, India – 400059 Mobile: +91 8767008844"
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyOTUwNzI4NzM1NDg4NzU0OjE2NzcwODExNjQ6c3BfYnRmOjIwMDMxMzA3NTc1OTk4OjowOjo&url=%2FHEROZ-Hammer-Durable-Travel-Laptop%2Fdp%2FB07MGDFT9C%2Fref%3Dsr_1_38_sspa%3Fkeywords%3Dbags%26qid%3D1677081164%26sr%3D8-38-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1%26smid%3DAGHKR430JFM4U,HEROZ Hammer Unisex Nylon 45 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 17.3 Inch Laptop Notebook (All) (Grey & Black),"₹1,274.00","7,674",179,"Warranty type: Manufacturer, 1 year domestic warranty    Special Features: Laptop Compartment; Pocket Description: Utility Pocket; Age Range Description: Adult; Closure Type: Zipper Snap; Pattern Name: Solid; Warranty Description: 1. Year Manufacturer Warranty; Strap Type: Chain; Compartment Description: Greater Than 17 Inches",B07MGDFT9C,Heroz
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4OTcxMzIzMDMyODMzOTMwOjE2NzcwODEwNTQ6c3BfYXRmOjIwMTIwMjI3MDQ5ODk4OjowOjo&url=%2FMOKOBARA-Backpack-Resistant-Daypack-Compartment%2Fdp%2FB0BS9W3B21%2Fref%3Dsr_1_1_sspa%3Fkeywords%3Dbags%26qid%3D1677081054%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,"MOKOBARA The Zip Around Backpack | Water Resistant Laptop Daypack (14"" Laptop Compartment) Work | Travel Backpack for Men and Women","₹2,999.00",NA,NA,"Care Instructions: Wipe with Damp Cloth   CRAFTED WITH INDUSTRY BEST PREMIUM MATERIALS: Materials: Nylon fabric exterior, polyester interior, Water resistant: Yes, Casing: Soft, Colour: Blue.   MOST FEATURE RICH BAG: Front zippered pocket, Interior organisation system: Pen pockets, Slip pockets, Zippered pocket, Clamshell opening, Laptop compartment with lock strap, Fits a 14” laptop, Luggage sleeve, Soft grab handles.   MAXED OUT STORAGE: Dimension: 43.5 x 27 x 13 cm, Weight - 0.55 kg, Fits a 14” laptop   Pattern Name: Solid; Age Range Description: Adult; Material Type: Nylon; Lining Description: Polyester; Pocket Description: Zipper Pocket; Style Name: Casual.",B0BS9W3B21,"Designed By Mokobara Lifestyle Private Limited, Bangalore."
